Zip,State,Municipality,Metro,County ,Year,Value,Population
27006,NC,Advance,"Winston-Salem, NC",Davie County,2011,225382.6927,13764
27007,NC,Ararat,"Mount Airy, NC",Surry County,2011,0,1874
27009,NC,Belews Creek,"Winston-Salem, NC",Forsyth County,2011,167758.2331,3038
27011,NC,Boonville,"Winston-Salem, NC",Yadkin County,2011,0,5777
27012,NC,Clemmons,"Winston-Salem, NC",Forsyth County,2011,214939.519,26509
27013,NC,Cleveland,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,122064.9548,6066
27014,NC,Cooleemee,"Winston-Salem, NC",Davie County,2011,52723.05587,724
27016,NC,Danbury,"Winston-Salem, NC",Stokes County,2011,118447.6515,1780
27017,NC,Dobson,"Mount Airy, NC",Surry County,2011,115865.6908,9619
27018,NC,East Bend,"Winston-Salem, NC",Yadkin County,2011,0,7544
27019,NC,Germanton,"Winston-Salem, NC",Stokes County,2011,139444.5271,3482
27020,NC,Hamptonville,"Winston-Salem, NC",Yadkin County,2011,134849.3641,6467
27021,NC,King,"Winston-Salem, NC",Stokes County,2011,143974.644,18199
27022,NC,Lawsonville,"Winston-Salem, NC",Stokes County,2011,122254.6873,1701
27023,NC,Lewisville,"Winston-Salem, NC",Forsyth County,2011,217741.4758,10710
27024,NC,Lowgap,"Mount Airy, NC",Surry County,2011,0,2436
27025,NC,Madison,"Greensboro-High Point, NC",Rockingham County,2011,109810.0466,11529
27027,NC,Mayodan,"Greensboro-High Point, NC",Rockingham County,2011,79881.86228,4049
27028,NC,Mocksville,"Winston-Salem, NC",Davie County,2011,139093.039,25817
27030,NC,Mount Airy,"Mount Airy, NC",Surry County,2011,107453.2612,38260
27040,NC,Pfafftown,"Winston-Salem, NC",Forsyth County,2011,182646.5057,11246
27041,NC,Pilot Mountain,"Mount Airy, NC",Surry County,2011,142127.1118,6897
27043,NC,Pinnacle,"Mount Airy, NC",Surry County,2011,143377.7116,6428
27045,NC,Rural Hall,"Winston-Salem, NC",Forsyth County,2011,135782.0667,9042
27046,NC,Sandy Ridge,"Winston-Salem, NC",Stokes County,2011,115726.1475,2005
27048,NC,Stoneville,"Greensboro-High Point, NC",Rockingham County,2011,109907.0653,8578
27050,NC,Tobaccoville,"Winston-Salem, NC",Forsyth County,2011,139608.8832,3993
27051,NC,Walkertown,"Winston-Salem, NC",Forsyth County,2011,130250.7757,6722
27052,NC,Walnut Cove,"Winston-Salem, NC",Stokes County,2011,118098.2886,11259
27053,NC,Mount Airy,"Winston-Salem, NC",Stokes County,2011,120726.2013,3454
27054,NC,Woodleaf,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,115362.9288,2283
27055,NC,Yadkinville,"Winston-Salem, NC",Yadkin County,2011,0,13849
27101,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,104301.2048,16903
27103,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,150238.573,32006
27104,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,221756.503,28365
27105,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,81671.77815,40233
27106,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,186271.6843,45156
27107,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,117666.9114,47274
27127,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,2011,128273.504,33669
27203,NC,Asheboro,"Greensboro-High Point, NC",Randolph County,2011,95407.78996,20852
27205,NC,Asheboro,"Greensboro-High Point, NC",Randolph County,2011,140254.215,33384
27207,NC,Bear Creek,"Durham-Chapel Hill, NC",Chatham County,2011,137877.1026,3441
27208,NC,Bennett,"Durham-Chapel Hill, NC",Chatham County,2011,142036.2512,1616
27209,NC,Biscoe,0,Montgomery County,2011,76342.96778,4197
27212,NC,Blanch,0,Caswell County,2011,108071.5796,2640
27214,NC,Browns Summit,"Greensboro-High Point, NC",Guilford County,2011,142856.0329,11323
27215,NC,Burlington,"Burlington, NC",Alamance County,2011,141944.1741,37442
27217,NC,0,"Burlington, NC",Alamance County,2011,86358.89009,36801
27229,NC,Candor,0,Montgomery County,2011,68832.16388,4090
27231,NC,Cedar Grove,"Durham-Chapel Hill, NC",Orange County,2011,178697.9641,1876
27233,NC,Climax,"Greensboro-High Point, NC",Randolph County,2011,142656.6886,3437
27235,NC,Colfax,"Greensboro-High Point, NC",Guilford County,2011,206641.4892,4631
27239,NC,Denton,"Winston-Salem, NC",Davidson County,2011,123531.0812,9194
27242,NC,Eagle Springs,"Pinehurst-Southern Pines, NC",Moore County,2011,79120.58933,2014
27243,NC,Efland,"Durham-Chapel Hill, NC",Orange County,2011,186831.1824,3580
27244,NC,Elon,"Burlington, NC",Alamance County,2011,154093.1277,14285
27248,NC,Franklinville,"Greensboro-High Point, NC",Randolph County,2011,115212.568,4629
27249,NC,Gibsonville,"Greensboro-High Point, NC",Guilford County,2011,140180.9917,11657
27252,NC,Goldston,"Durham-Chapel Hill, NC",Chatham County,2011,122107.3342,2482
27253,NC,Graham,"Burlington, NC",Alamance County,2011,0,28913
27258,NC,Graham,"Burlington, NC",Alamance County,2011,0,6301
27260,NC,High Point,"Greensboro-High Point, NC",Guilford County,2011,56326.55359,23107
27262,NC,High Point,"Greensboro-High Point, NC",Guilford County,2011,103603.8634,24885
27263,NC,Archdale,"Greensboro-High Point, NC",Randolph County,2011,109551.5969,21427
27265,NC,High Point,"Greensboro-High Point, NC",Guilford County,2011,149771.1815,44619
27278,NC,Hillsborough,"Durham-Chapel Hill, NC",Orange County,2011,229989.141,23897
27281,NC,Jackson Springs,"Pinehurst-Southern Pines, NC",Moore County,2011,199188.7581,2310
27282,NC,Jamestown,"Greensboro-High Point, NC",Guilford County,2011,172637.5327,16340
27283,NC,Julian,"Greensboro-High Point, NC",Guilford County,2011,130719.0755,3403
27284,NC,Kernersville,"Winston-Salem, NC",Forsyth County,2011,174538.777,50685
27288,NC,Eden,"Greensboro-High Point, NC",Rockingham County,2011,86833.07796,24196
27291,NC,Leasburg,0,Caswell County,2011,161168.3194,1743
27292,NC,Lexington,"Winston-Salem, NC",Davidson County,2011,109566.2515,38872
27295,NC,Lexington,"Winston-Salem, NC",Davidson County,2011,129879.4985,37180
27298,NC,Liberty,"Greensboro-High Point, NC",Randolph County,2011,128027.6652,9111
27299,NC,Linwood,"Winston-Salem, NC",Davidson County,2011,103158.6339,5112
27301,NC,0,"Greensboro-High Point, NC",Guilford County,2011,128944.9897,8974
27302,NC,Mebane,"Burlington, NC",Alamance County,2011,176901.4186,26298
27305,NC,Milton,0,Caswell County,2011,83187.36836,1558
27306,NC,Mount Gilead,0,Montgomery County,2011,111670.0439,6721
27310,NC,Oak Ridge,"Greensboro-High Point, NC",Guilford County,2011,306768.2087,6557
27311,NC,Pelham,0,Caswell County,2011,88552.41761,3602
27312,NC,Pittsboro,"Durham-Chapel Hill, NC",Chatham County,2011,269786.9681,18395
27313,NC,Pleasant Garden,"Greensboro-High Point, NC",Guilford County,2011,144588.5266,7344
27314,NC,Prospect Hill,0,Caswell County,2011,148143.3781,1029
27315,NC,Providence,0,Caswell County,2011,107996.7385,2115
27316,NC,Ramseur,"Greensboro-High Point, NC",Randolph County,2011,98931.16532,6525
27317,NC,Randleman,"Greensboro-High Point, NC",Randolph County,2011,128822.0928,16413
27320,NC,Reidsville,"Greensboro-High Point, NC",Rockingham County,2011,115691.7073,39232
27325,NC,Robbins,"Pinehurst-Southern Pines, NC",Moore County,2011,85291.14008,7118
27326,NC,Ruffin,"Greensboro-High Point, NC",Rockingham County,2011,106647.4109,3680
27330,NC,Sanford,"Sanford, NC",Lee County,2011,115680.2514,38265
27332,NC,Sanford,"Sanford, NC",Lee County,2011,147268.3349,28564
27341,NC,Seagrove,"Greensboro-High Point, NC",Randolph County,2011,120538.2819,6292
27343,NC,Semora,"Durham-Chapel Hill, NC",Person County,2011,278918.5682,1476
27344,NC,Siler City,"Durham-Chapel Hill, NC",Chatham County,2011,117050.4617,18588
27349,NC,0,"Burlington, NC",Alamance County,2011,140844.0967,5787
27350,NC,Sophia,"Greensboro-High Point, NC",Randolph County,2011,139806.5828,6647
27355,NC,Staley,"Greensboro-High Point, NC",Randolph County,2011,124099.4364,2725
27356,NC,Star,0,Montgomery County,2011,73073.50974,2860
27357,NC,Stokesdale,"Greensboro-High Point, NC",Rockingham County,2011,169595.1601,7336
27358,NC,Summerfield,"Greensboro-High Point, NC",Guilford County,2011,266187.8398,15060
27360,NC,Thomasville,"Winston-Salem, NC",Davidson County,2011,108161.0592,46690
27370,NC,Trinity,"Greensboro-High Point, NC",Randolph County,2011,138871.9532,14809
27371,NC,Troy,0,Montgomery County,2011,88770.46751,8286
27376,NC,West End,"Pinehurst-Southern Pines, NC",Moore County,2011,211913.7079,10162
27377,NC,Whitsett,"Greensboro-High Point, NC",Guilford County,2011,138107.971,7397
27379,NC,Yanceyville,0,Caswell County,2011,88644.31287,4881
27401,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,59891.35386,19789
27403,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,121730.4988,21986
27405,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,85270.03476,43400
27406,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,95912.97209,53792
27407,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,118219.0981,46986
27408,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,195560.138,18174
27409,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,131457.8259,14836
27410,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,196658.2556,50982
27455,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,2011,201269.9619,28767
27501,NC,Angier,"Fayetteville, NC",Harnett County,2011,149182.9271,16247
27502,NC,Apex,"Raleigh-Cary, NC",Wake County,2011,264199.3869,29921
27503,NC,Bahama,"Durham-Chapel Hill, NC",Durham County,2011,216237.5792,6242
27504,NC,Benson,"Raleigh-Cary, NC",Johnston County,2011,134181.7641,15279
27505,NC,Broadway,"Fayetteville, NC",Harnett County,2011,131628.5523,4946
27507,NC,Bullock,"Henderson, NC",Vance County,2011,118607.052,1535
27508,NC,Bunn,"Raleigh-Cary, NC",Franklin County,2011,96639.19965,2374
27509,NC,Butner,"Durham-Chapel Hill, NC",Granville County,2011,111158.4046,5476
27510,NC,Carrboro,"Durham-Chapel Hill, NC",Orange County,2011,262875.7827,14539
27511,NC,Cary,"Raleigh-Cary, NC",Wake County,2011,202452.6656,32881
27513,NC,Cary,"Raleigh-Cary, NC",Wake County,2011,256662.6953,40414
27514,NC,Chapel Hill,"Durham-Chapel Hill, NC",Orange County,2011,425465.8253,31928
27516,NC,Carrboro,"Durham-Chapel Hill, NC",Orange County,2011,343845.8145,35376
27517,NC,Chapel Hill,"Durham-Chapel Hill, NC",Orange County,2011,384740.0503,22794
27518,NC,Cary,"Raleigh-Cary, NC",Wake County,2011,344828.2779,19169
27519,NC,Cary,"Raleigh-Cary, NC",Wake County,2011,330265.2222,35620
27520,NC,Clayton,"Raleigh-Cary, NC",Johnston County,2011,153351.6576,35873
27521,NC,Coats,"Fayetteville, NC",Harnett County,2011,111209.1448,5673
27522,NC,Creedmoor,"Durham-Chapel Hill, NC",Granville County,2011,145790.4607,11551
27523,NC,Apex,"Raleigh-Cary, NC",Wake County,2011,321947.1927,8691
27524,NC,Four Oaks,"Raleigh-Cary, NC",Johnston County,2011,127284.0868,10992
27525,NC,Franklinton,"Raleigh-Cary, NC",Franklin County,2011,148415.7032,13060
27526,NC,Fuquay Varina,"Raleigh-Cary, NC",Wake County,2011,205904.1555,38369
27527,NC,Clayton,"Raleigh-Cary, NC",Johnston County,2011,212225.763,17128
27529,NC,Garner,"Raleigh-Cary, NC",Wake County,2011,177687.5535,40949
27530,NC,Goldsboro,"Goldsboro, NC",Wayne County,2011,106257.5903,40340
27534,NC,Goldsboro,"Goldsboro, NC",Wayne County,2011,120016.8894,31141
27536,NC,Henderson,"Henderson, NC",Vance County,2011,66916.02618,16627
27537,NC,Henderson,"Henderson, NC",Vance County,2011,113799.9854,25631
27539,NC,Apex,"Raleigh-Cary, NC",Wake County,2011,290438.095,17916
27540,NC,Holly Springs,"Raleigh-Cary, NC",Wake County,2011,265643.2672,27037
27541,NC,Hurdle Mills,"Durham-Chapel Hill, NC",Person County,2011,159378.8437,3930
27542,NC,Kenly,"Raleigh-Cary, NC",Johnston County,2011,112179.5718,8813
27544,NC,Kittrell,"Henderson, NC",Vance County,2011,112195.7487,3932
27545,NC,Knightdale,"Raleigh-Cary, NC",Wake County,2011,172799.338,22170
27546,NC,Lillington,"Fayetteville, NC",Harnett County,2011,148622.4062,19621
27549,NC,Louisburg,"Raleigh-Cary, NC",Franklin County,2011,130159.1602,24817
27551,NC,Macon,0,Warren County,2011,178888.3289,2311
27553,NC,Manson,"Henderson, NC",Vance County,2011,131225.8361,1780
27557,NC,Middlesex,"Rocky Mount, NC",Nash County,2011,116188.545,6529
27559,NC,Moncure,"Durham-Chapel Hill, NC",Chatham County,2011,194229.9768,1772
27560,NC,Morrisville,"Raleigh-Cary, NC",Wake County,2011,242043.5931,20828
27562,NC,New Hill,"Raleigh-Cary, NC",Wake County,2011,254789.4362,2052
27563,NC,Norlina,0,Warren County,2011,0,5211
27565,NC,Oxford,"Durham-Chapel Hill, NC",Granville County,2011,111482.0392,27346
27569,NC,Princeton,"Raleigh-Cary, NC",Johnston County,2011,123332.3817,7818
27571,NC,Rolesville,"Raleigh-Cary, NC",Wake County,2011,261539.3433,3623
27572,NC,Rougemont,"Durham-Chapel Hill, NC",Person County,2011,165546.2927,6661
27573,NC,Roxboro,"Durham-Chapel Hill, NC",Person County,2011,74889.16955,11404
27574,NC,Roxboro,"Durham-Chapel Hill, NC",Person County,2011,107516.0674,15351
27576,NC,Selma,"Raleigh-Cary, NC",Johnston County,2011,111443.2468,16422
27577,NC,Smithfield,"Raleigh-Cary, NC",Johnston County,2011,131630.0942,23081
27581,NC,Oxford,"Durham-Chapel Hill, NC",Granville County,2011,141806.3614,5316
27583,NC,Timberlake,"Durham-Chapel Hill, NC",Person County,2011,140955.9576,6410
27587,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,2011,264098.4298,49861
27589,NC,Warrenton,0,Warren County,2011,74999.59941,8718
27591,NC,Wendell,"Raleigh-Cary, NC",Wake County,2011,174089.3832,20868
27592,NC,Willow Spring,"Raleigh-Cary, NC",Johnston County,2011,180892.4615,14615
27596,NC,Youngsville,"Raleigh-Cary, NC",Franklin County,2011,186376.1788,14458
27597,NC,Zebulon,"Raleigh-Cary, NC",Wake County,2011,166809.9348,22487
27601,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,174473.5342,8781
27603,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,188525.4722,43601
27604,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,157465.68,40384
27605,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,353716.6436,4725
27606,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,217258.7196,42590
27607,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,311680.9972,27367
27608,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,462713.1985,10301
27609,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,236157.9552,32336
27610,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,135038.6571,65606
27612,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,274639.3023,34520
27613,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,286863.4461,42346
27614,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,339422.1692,30804
27615,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,266204.7023,40404
27616,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,172453.3871,44014
27617,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2011,243500.6577,13957
27701,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,129673.2467,20679
27703,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,185943.2209,41580
27704,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,128745.6753,32861
27705,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,219312.6944,45889
27707,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,184517.6349,44280
27712,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,195329.3381,19622
27713,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2011,206098.7329,46017
27801,NC,Rocky Mount,"Rocky Mount, NC",Edgecombe County,2011,43943.08652,22025
27803,NC,Rocky Mount,"Rocky Mount, NC",Nash County,2011,98011.66558,20869
27804,NC,Rocky Mount,"Rocky Mount, NC",Nash County,2011,112386.2354,28947
27805,NC,Aulander,0,Hertford County,2011,0,3666
27806,NC,Aurora,"Washington, NC",Beaufort County,2011,69802.97378,2576
27807,NC,Bailey,"Rocky Mount, NC",Nash County,2011,123010.9668,6396
27808,NC,Bath,"Washington, NC",Beaufort County,2011,0,2406
27809,NC,0,"Rocky Mount, NC",Nash County,2011,115864.802,4224
27810,NC,Belhaven,"Washington, NC",Beaufort County,2011,130386.7739,4310
27812,NC,Bethel,"Rocky Mount, NC",Edgecombe County,2011,74848.59372,2139
27813,NC,Wilson,"Wilson, NC",Wilson County,2011,0,691
27814,NC,Blounts Creek,"Washington, NC",Beaufort County,2011,0,1269
27816,NC,Castalia,"Raleigh-Cary, NC",Franklin County,2011,109039.8859,2434
27817,NC,0,"Washington, NC",Beaufort County,2011,180216.878,7248
27820,NC,Conway,"Roanoke Rapids, NC",Northampton County,2011,0,3156
27822,NC,Elm City,"Wilson, NC",Wilson County,2011,109067.2947,8348
27823,NC,Enfield,"Roanoke Rapids, NC",Halifax County,2011,38482.98588,7719
27824,NC,Engelhard,0,Hyde County,2011,0,1710
27826,NC,Fairfield,0,Hyde County,2011,0,865
27828,NC,Farmville,"Greenville, NC",Pitt County,2011,106791.9519,8257
27829,NC,0,"Greenville, NC",Pitt County,2011,96330.35463,1823
27830,NC,0,"Goldsboro, NC",Wayne County,2011,89647.43387,4676
27831,NC,Gaston,"Roanoke Rapids, NC",Northampton County,2011,0,3088
27832,NC,Gaston,"Roanoke Rapids, NC",Northampton County,2011,0,2848
27834,NC,Greenville,"Greenville, NC",Pitt County,2011,115446.1053,53301
27837,NC,Grimesland,"Greenville, NC",Pitt County,2011,162341.2389,5677
27839,NC,Halifax,"Roanoke Rapids, NC",Halifax County,2011,0,4382
27840,NC,0,0,Martin County,2011,0,530
27842,NC,Henrico,"Roanoke Rapids, NC",Northampton County,2011,0,1082
27843,NC,0,0,Martin County,2011,39797.6711,1039
27844,NC,Hollister,"Roanoke Rapids, NC",Halifax County,2011,0,3256
27845,NC,0,"Roanoke Rapids, NC",Northampton County,2011,0,2225
27846,NC,Jamesville,0,Martin County,2011,0,3194
27847,NC,Kelford,0,Bertie County,2011,0,1018
27849,NC,Lewiston Woodville,0,Bertie County,2011,0,1900
27850,NC,Littleton,"Roanoke Rapids, NC",Halifax County,2011,162092.254,7605
27851,NC,Lucama,"Wilson, NC",Wilson County,2011,89538.20959,4988
27852,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,2011,71983.08263,2564
27853,NC,Conway,"Roanoke Rapids, NC",Northampton County,2011,0,961
27855,NC,Murfreesboro,0,Hertford County,2011,75328.23152,6377
27856,NC,Nashville,"Rocky Mount, NC",Nash County,2011,127669.105,16169
27857,NC,0,0,Martin County,2011,0,1368
27858,NC,Greenville,"Greenville, NC",Pitt County,2011,167508.569,54875
27860,NC,Pantego,0,Washington County,2011,75666.86461,2598
27862,NC,Pendleton,"Roanoke Rapids, NC",Northampton County,2011,0,1086
27863,NC,Pikeville,"Goldsboro, NC",Wayne County,2011,97365.40942,12042
27864,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,2011,63120.04141,4491
27866,NC,Pleasant Hill,"Roanoke Rapids, NC",Northampton County,2011,0,795
27869,NC,Rich Square,"Roanoke Rapids, NC",Northampton County,2011,0,2220
27870,NC,Roanoke Rapids,"Roanoke Rapids, NC",Halifax County,2011,77110.17706,26965
27871,NC,0,0,Martin County,2011,62362.18108,4452
27872,NC,Roxobel,0,Bertie County,2011,0,398
27874,NC,Scotland Neck,"Roanoke Rapids, NC",Halifax County,2011,52961.51274,5180
27875,NC,Scranton,0,Hyde County,2011,0,602
27876,NC,Seaboard,"Roanoke Rapids, NC",Northampton County,2011,0,1806
27880,NC,Sims,"Wilson, NC",Wilson County,2011,149790.3947,3257
27882,NC,Spring Hope,"Rocky Mount, NC",Nash County,2011,0,8423
27883,NC,Stantonsburg,"Wilson, NC",Wilson County,2011,79941.88252,3186
27884,NC,Stokes,"Greenville, NC",Pitt County,2011,115366.0102,895
27885,NC,Swanquarter,0,Hyde County,2011,0,1523
27886,NC,Tarboro,"Rocky Mount, NC",Edgecombe County,2011,74357.97153,22522
27888,NC,Walstonburg,0,Greene County,2011,0,2849
27889,NC,Washington,"Washington, NC",Beaufort County,2011,119134.2985,27335
27890,NC,Weldon,"Roanoke Rapids, NC",Halifax County,2011,37065.97593,2412
27891,NC,Whitakers,"Rocky Mount, NC",Nash County,2011,77085.66621,5194
27892,NC,Williamston,0,Martin County,2011,74799.49754,14461
27893,NC,Wilson,"Wilson, NC",Wilson County,2011,73037.00817,40790
27896,NC,Wilson,"Wilson, NC",Wilson County,2011,149129.3363,19314
27897,NC,Woodland,"Roanoke Rapids, NC",Northampton County,2011,0,2623
27909,NC,Elizabeth City,"Elizabeth City, NC",Pasquotank County,2011,147642.9041,40574
27910,NC,Ahoskie,0,Hertford County,2011,76063.3507,11400
27915,NC,0,"Kill Devil Hills, NC",Dare County,2011,305669.6598,502
27916,NC,Aydlett,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,227222.9912,468
27917,NC,Barco,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,0,864
27919,NC,Belvidere,"Elizabeth City, NC",Perquimans County,2011,197363.4762,1045
27920,NC,Frisco,"Kill Devil Hills, NC",Dare County,2011,247478.4101,990
27921,NC,Camden,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,2011,217858.8149,5003
27923,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,0,266
27924,NC,0,0,Bertie County,2011,0,3289
27925,NC,Columbia,0,Tyrrell County,2011,0,4120
27926,NC,Corapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2011,155282.2521,1860
27927,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,525198.9078,726
27928,NC,Creswell,0,Washington County,2011,93117.66372,2720
27929,NC,Currituck,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,259285.3832,1359
27932,NC,Edenton,0,Chowan County,2011,0,12974
27935,NC,Eure,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2011,126881.1829,1414
27936,NC,Frisco,"Kill Devil Hills, NC",Dare County,2011,274394.0771,712
27937,NC,Gates,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2011,128702.0792,4099
27938,NC,Gatesville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2011,126795.9954,1679
27939,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,183481.3489,3056
27941,NC,Harbinger,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,248587.7637,491
27943,NC,Hatteras,"Kill Devil Hills, NC",Dare County,2011,334477.5971,345
27944,NC,0,"Elizabeth City, NC",Perquimans County,2011,282480.5057,11737
27946,NC,Hobbsville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2011,140352.8281,1528
27947,NC,Poplar Branch,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,167272.8239,1137
27948,NC,0,"Kill Devil Hills, NC",Dare County,2011,241010.0688,10885
27949,NC,Southern Shores,"Kill Devil Hills, NC",Dare County,2011,434023.6158,7115
27950,NC,Knotts Island,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,188365.3654,2272
27953,NC,0,"Kill Devil Hills, NC",Dare County,2011,0,1137
27954,NC,Manteo,"Kill Devil Hills, NC",Dare County,2011,255809.0144,6806
27956,NC,Maple,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,0,280
27957,NC,Merry Hill,0,Bertie County,2011,0,1312
27958,NC,Moyock,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,258170.4306,9574
27959,NC,0,"Kill Devil Hills, NC",Dare County,2011,375610.6128,2819
27962,NC,Plymouth,0,Washington County,2011,70777.37822,7247
27964,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,0,415
27965,NC,Aydlett,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,0,605
27966,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,215533.7995,1200
27968,NC,Rodanthe,"Kill Devil Hills, NC",Dare County,2011,0,405
27970,NC,Roper,0,Washington County,2011,83112.40055,3164
27972,NC,Salvo,"Kill Devil Hills, NC",Dare County,2011,0,113
27973,NC,Shawboro,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2011,191397.7892,1135
27974,NC,Shawboro,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,2011,143579.5684,1401
27976,NC,South Mills,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,2011,221764.2591,3050
27978,NC,Stumpy Point,"Kill Devil Hills, NC",Dare County,2011,0,162
27979,NC,Hobbsville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2011,113353.7594,1659
27980,NC,0,0,Chowan County,2011,0,1945
27981,NC,Wanchese,"Kill Devil Hills, NC",Dare County,2011,155916.7779,1767
27982,NC,Rodanthe,"Kill Devil Hills, NC",Dare County,2011,360924.5891,61
27983,NC,0,0,Bertie County,2011,42360.42557,10252
28001,NC,Albemarle,"Albemarle, NC",Stanly County,2011,0,26382
28006,NC,Alexis,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2011,137758.2772,1237
28009,NC,Albemarle,"Albemarle, NC",Stanly County,2011,0,1025
28012,NC,Belmont,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,182521.5496,20356
28016,NC,Bessemer City,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,96496.91598,13368
28017,NC,Boiling Springs,"Shelby, NC",Cleveland County,2011,0,711
28018,NC,Bostic,"Forest City, NC",Rutherford County,2011,99495.79611,6031
28020,NC,Casar,"Shelby, NC",Cleveland County,2011,77137.88546,2565
28021,NC,Cherryville,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,99927.40567,12729
28023,NC,China Grove,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2011,119670.0914,13463
28025,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,138014.7186,49884
28027,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2011,176440.4804,53019
28031,NC,Cornelius,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,244899.2013,22993
28032,NC,Cramerton,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,118589.7071,2711
28033,NC,Crouse,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2011,118630.0376,2911
28034,NC,Dallas,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2011,116205.235,16144
28036,NC,Davidson,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2011,300580.73,13994
28037,NC,Denver,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2011,259743.6404,16845
