Zip,State,Municipality,Metro,County ,Year,Value,Population
27573,NC,Roxboro,"Durham-Chapel Hill, NC",Person County,2021,138361.367,11008
27574,NC,Roxboro,"Durham-Chapel Hill, NC",Person County,2021,178938.9329,14586
27576,NC,Selma,"Raleigh-Cary, NC",Johnston County,2021,188950.1148,19365
27577,NC,Smithfield,"Raleigh-Cary, NC",Johnston County,2021,207523.0962,25950
27581,NC,Oxford,"Durham-Chapel Hill, NC",Granville County,2021,223770.0401,3667
27583,NC,Timberlake,"Durham-Chapel Hill, NC",Person County,2021,228272.1593,7004
27587,NC,Wake Forest,"Raleigh-Cary, NC",Wake County,2021,369972.7868,77957
27589,NC,Warrenton,0,Warren County,2021,124826.1586,6352
27591,NC,Wendell,"Raleigh-Cary, NC",Wake County,2021,269950.9494,23856
27592,NC,Willow Spring,"Raleigh-Cary, NC",Johnston County,2021,287406.9759,18321
27596,NC,Youngsville,"Raleigh-Cary, NC",Franklin County,2021,295814.9619,18685
27597,NC,Zebulon,"Raleigh-Cary, NC",Wake County,2021,253054.4477,28095
27601,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,400707.2566,11127
27603,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,301936.6044,54079
27604,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,258693.9833,44856
27605,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,552149.6711,5680
27606,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,351481.0315,45499
27607,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,498498.6313,27128
27608,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,699644.5381,12069
27609,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,403895.115,35377
27610,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,230193.5255,79445
27612,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,418417.2285,39249
27613,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,424818.8405,43950
27614,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,461798.9574,32371
27615,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,389893.8412,45047
27616,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,270931.8585,56238
27617,NC,Raleigh,"Raleigh-Cary, NC",Wake County,2021,342290.5221,19661
27701,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,334676.8607,23876
27703,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,288311.1199,58962
27704,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,228956.406,41315
27705,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,348949.6415,47527
27707,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,312178.5061,51791
27712,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,299656.1539,22402
27713,NC,Durham,"Durham-Chapel Hill, NC",Durham County,2021,309466.6597,55627
27801,NC,Rocky Mount,"Rocky Mount, NC",Edgecombe County,2021,78074.61215,19627
27803,NC,Rocky Mount,"Rocky Mount, NC",Nash County,2021,142489.9163,18857
27804,NC,Rocky Mount,"Rocky Mount, NC",Nash County,2021,157909.6518,29658
27805,NC,Aulander,0,Hertford County,2021,69338.23064,3307
27806,NC,Aurora,"Washington, NC",Beaufort County,2021,105491.8018,2333
27807,NC,Bailey,"Rocky Mount, NC",Nash County,2021,183632.0243,6144
27808,NC,Bath,"Washington, NC",Beaufort County,2021,286218.8796,2042
27809,NC,0,"Rocky Mount, NC",Nash County,2021,160416.7763,4274
27810,NC,Belhaven,"Washington, NC",Beaufort County,2021,179077.8073,3794
27812,NC,Bethel,"Rocky Mount, NC",Edgecombe County,2021,100435.0707,2599
27813,NC,Wilson,"Wilson, NC",Wilson County,2021,116246.0781,815
27814,NC,Blounts Creek,"Washington, NC",Beaufort County,2021,166374.1033,1502
27816,NC,Castalia,"Raleigh-Cary, NC",Franklin County,2021,165682.8105,3206
27817,NC,0,"Washington, NC",Beaufort County,2021,249716.7735,7283
27820,NC,Conway,"Roanoke Rapids, NC",Northampton County,2021,106134.0315,2114
27822,NC,Elm City,"Wilson, NC",Wilson County,2021,154281.5641,8134
27823,NC,Enfield,"Roanoke Rapids, NC",Halifax County,2021,55790.02468,6651
27824,NC,Engelhard,0,Hyde County,2021,146686.8418,1324
27826,NC,Fairfield,0,Hyde County,2021,161241.1146,923
27828,NC,Farmville,"Greenville, NC",Pitt County,2021,142218.2248,9100
27829,NC,0,"Greenville, NC",Pitt County,2021,126738.0381,1330
27830,NC,0,"Goldsboro, NC",Wayne County,2021,118040.3689,4144
27831,NC,Gaston,"Roanoke Rapids, NC",Northampton County,2021,82110.32918,2931
27832,NC,Gaston,"Roanoke Rapids, NC",Northampton County,2021,118482.1658,2317
27834,NC,Greenville,"Greenville, NC",Pitt County,2021,150205.9467,55864
27837,NC,Grimesland,"Greenville, NC",Pitt County,2021,211802.8415,6178
27839,NC,Halifax,"Roanoke Rapids, NC",Halifax County,2021,69955.46474,3718
27840,NC,0,0,Martin County,2021,0,262
27842,NC,Henrico,"Roanoke Rapids, NC",Northampton County,2021,495448.7387,1742
27843,NC,0,0,Martin County,2021,73287.83068,864
27844,NC,Hollister,"Roanoke Rapids, NC",Halifax County,2021,59027.18098,3136
27845,NC,0,"Roanoke Rapids, NC",Northampton County,2021,96437.22847,2581
27846,NC,Jamesville,0,Martin County,2021,92689.29301,2797
27847,NC,Kelford,0,Bertie County,2021,0,1013
27849,NC,Lewiston Woodville,0,Bertie County,2021,0,1082
27850,NC,Littleton,"Roanoke Rapids, NC",Halifax County,2021,207538.4401,7237
27851,NC,Lucama,"Wilson, NC",Wilson County,2021,144348.2197,4454
27852,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,2021,111524.1005,2541
27853,NC,Conway,"Roanoke Rapids, NC",Northampton County,2021,110094.0917,649
27855,NC,Murfreesboro,0,Hertford County,2021,100106.7215,5533
27856,NC,Nashville,"Rocky Mount, NC",Nash County,2021,184819.4518,17001
27857,NC,0,0,Martin County,2021,93304.53821,1131
27858,NC,Greenville,"Greenville, NC",Pitt County,2021,209893.0647,56361
27860,NC,Pantego,0,Washington County,2021,110383.6411,1620
27862,NC,Pendleton,"Roanoke Rapids, NC",Northampton County,2021,131120.1711,658
27863,NC,Pikeville,"Goldsboro, NC",Wayne County,2021,172244.24,12676
27864,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,2021,100498.0407,4686
27866,NC,Pleasant Hill,"Roanoke Rapids, NC",Northampton County,2021,118635.832,675
27869,NC,Rich Square,"Roanoke Rapids, NC",Northampton County,2021,74245.10393,1690
27870,NC,Roanoke Rapids,"Roanoke Rapids, NC",Halifax County,2021,88342.12408,25166
27871,NC,0,0,Martin County,2021,84370.76719,3979
27872,NC,Roxobel,0,Bertie County,2021,0,290
27874,NC,Scotland Neck,"Roanoke Rapids, NC",Halifax County,2021,61083.59755,3946
27875,NC,Scranton,0,Hyde County,2021,170177.4244,147
27876,NC,Seaboard,"Roanoke Rapids, NC",Northampton County,2021,89572.43253,1071
27880,NC,Sims,"Wilson, NC",Wilson County,2021,202166.3225,3962
27882,NC,Spring Hope,"Rocky Mount, NC",Nash County,2021,165483.8182,8205
27883,NC,Stantonsburg,"Wilson, NC",Wilson County,2021,125377.5052,3461
27884,NC,Stokes,"Greenville, NC",Pitt County,2021,157825.7877,1340
27885,NC,Swanquarter,0,Hyde County,2021,149834.2119,987
27886,NC,Tarboro,"Rocky Mount, NC",Edgecombe County,2021,103447.513,18599
27888,NC,Walstonburg,0,Greene County,2021,138872.9941,2098
27889,NC,Washington,"Washington, NC",Beaufort County,2021,168229.5647,24661
27890,NC,Weldon,"Roanoke Rapids, NC",Halifax County,2021,47379.67631,2341
27891,NC,Whitakers,"Rocky Mount, NC",Nash County,2021,119154.3196,4901
27892,NC,Williamston,0,Martin County,2021,95976.02758,13624
27893,NC,Wilson,"Wilson, NC",Wilson County,2021,108040.9649,39681
27896,NC,Wilson,"Wilson, NC",Wilson County,2021,193940.0722,19123
27897,NC,Woodland,"Roanoke Rapids, NC",Northampton County,2021,81708.76541,1566
27909,NC,Elizabeth City,"Elizabeth City, NC",Pasquotank County,2021,179109.223,40284
27910,NC,Ahoskie,0,Hertford County,2021,91030.08858,11428
27915,NC,0,"Kill Devil Hills, NC",Dare County,2021,389537.3791,361
27916,NC,Aydlett,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,303533.292,936
27917,NC,Barco,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,235065.042,533
27919,NC,Belvidere,"Elizabeth City, NC",Perquimans County,2021,179931.8628,855
27920,NC,Frisco,"Kill Devil Hills, NC",Dare County,2021,325978.8994,1551
27921,NC,Camden,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,2021,284949.5248,4616
27923,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,298251.1046,491
27924,NC,0,0,Bertie County,2021,62637.03496,2962
27925,NC,Columbia,0,Tyrrell County,2021,150943.4845,3192
27926,NC,Corapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2021,215647.234,1673
27927,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,610321.1676,1219
27928,NC,Creswell,0,Washington County,2021,111575.7282,1722
27929,NC,Currituck,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,341093.5885,2773
27932,NC,Edenton,0,Chowan County,2021,173374.9585,12472
27935,NC,Eure,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2021,164334.8135,1789
27936,NC,Frisco,"Kill Devil Hills, NC",Dare County,2021,358566.024,692
27937,NC,Gates,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2021,186748.1379,3468
27938,NC,Gatesville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2021,156777.7206,1653
27939,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,268864.7193,2666
27941,NC,Harbinger,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,317084.8782,388
27943,NC,Hatteras,"Kill Devil Hills, NC",Dare County,2021,448220.3645,552
27944,NC,0,"Elizabeth City, NC",Perquimans County,2021,206378.7344,11293
27946,NC,Hobbsville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2021,175668.8709,1250
27947,NC,Poplar Branch,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,237797.0073,1262
27948,NC,0,"Kill Devil Hills, NC",Dare County,2021,342796.9814,12154
27949,NC,Southern Shores,"Kill Devil Hills, NC",Dare County,2021,543994.0519,7887
27950,NC,Knotts Island,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,282305.9784,1899
27953,NC,0,"Kill Devil Hills, NC",Dare County,2021,240714.0888,742
27954,NC,Manteo,"Kill Devil Hills, NC",Dare County,2021,354281.22,7079
27956,NC,Maple,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,293531.7007,124
27957,NC,Merry Hill,0,Bertie County,2021,77858.93927,1070
27958,NC,Moyock,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,363002.2044,11912
27959,NC,0,"Kill Devil Hills, NC",Dare County,2021,493630.6674,3102
27962,NC,Plymouth,0,Washington County,2021,87112.06679,7053
27964,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,295846.0996,772
27965,NC,Aydlett,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,245471.261,555
27966,NC,0,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,289162.9365,1041
27968,NC,Rodanthe,"Kill Devil Hills, NC",Dare County,2021,0,135
27970,NC,Roper,0,Washington County,2021,104852.7621,2962
27972,NC,Salvo,"Kill Devil Hills, NC",Dare County,2021,469262.601,192
27973,NC,Shawboro,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,2021,287999.6845,1169
27974,NC,Shawboro,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,2021,218777.2705,814
27976,NC,South Mills,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,2021,300342.0883,4714
27978,NC,Stumpy Point,"Kill Devil Hills, NC",Dare County,2021,260515.4758,298
27979,NC,Hobbsville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,2021,167748.0501,703
27980,NC,0,0,Chowan County,2021,170969.5272,1800
27981,NC,Wanchese,"Kill Devil Hills, NC",Dare County,2021,228962.2653,1936
27982,NC,Rodanthe,"Kill Devil Hills, NC",Dare County,2021,467889.3772,37
27983,NC,0,0,Bertie County,2021,50054.52205,8303
28001,NC,Albemarle,"Albemarle, NC",Stanly County,2021,170470.2902,25941
28006,NC,Alexis,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2021,242662.7296,1146
28009,NC,Albemarle,"Albemarle, NC",Stanly County,2021,100308.9159,1107
28012,NC,Belmont,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,291520.3452,25605
28016,NC,Bessemer City,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,163592.7969,13481
28017,NC,Boiling Springs,"Shelby, NC",Cleveland County,2021,0,602
28018,NC,Bostic,"Forest City, NC",Rutherford County,2021,165025.2657,4243
28020,NC,Casar,"Shelby, NC",Cleveland County,2021,128470.8557,2693
28021,NC,Cherryville,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,173908.723,14267
28023,NC,China Grove,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,205631.2418,15927
28025,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,240031.6903,55265
28027,NC,Concord,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,291893.8236,76653
28031,NC,Cornelius,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,392372.3002,29698
28032,NC,Cramerton,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,205007.4185,3073
28033,NC,Crouse,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2021,206335.0708,2710
28034,NC,Dallas,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,203628.3178,18436
28036,NC,Davidson,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,470647.5431,21458
28037,NC,Denver,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2021,393929.0997,22995
28038,NC,Earl,"Shelby, NC",Cleveland County,2021,0,22995
28040,NC,Ellenboro,"Forest City, NC",Rutherford County,2021,142349.5102,6924
28042,NC,0,"Shelby, NC",Cleveland County,2021,0,349
28043,NC,Forest City,"Forest City, NC",Rutherford County,2021,143277.2747,20796
28052,NC,Gastonia,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,149132.0714,36012
28054,NC,Gastonia,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,189743.7117,38875
28056,NC,Gastonia,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,251289.1941,35032
28071,NC,Gold Hill,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,238828.8925,2942
28073,NC,Grover,"Shelby, NC",Cleveland County,2021,140572.1397,6604
28075,NC,Harrisburg,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,356110.1444,21431
28078,NC,Huntersville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,363385.4323,67234
28079,NC,Lake Park,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,302827.7469,40013
28080,NC,Iron Station,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2021,302067.3862,7464
28081,NC,Kannapolis,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,206317.9927,28874
28083,NC,Kannapolis,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,182356.7675,25652
28086,NC,Kings Mountain,"Shelby, NC",Cleveland County,2021,170162.0662,27478
28088,NC,Landis,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,193941.1736,2817
28090,NC,0,"Shelby, NC",Cleveland County,2021,134614.0793,7588
28091,NC,Lilesville,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2021,65518.48853,1787
28092,NC,Lincolnton,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,2021,201523.234,40772
28097,NC,0,"Albemarle, NC",Stanly County,2021,266065.9202,7066
28098,NC,Lowell,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,189298.3273,3636
28101,NC,Mc Adenville,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,334959.5716,951
28103,NC,Marshville,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,222103.8048,10490
28104,NC,Indian Trail,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,404308.1258,33962
28105,NC,Matthews,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,331004.5505,44377
28107,NC,Midland,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,292950.2724,8473
28110,NC,Monroe,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,262601.4125,53631
28112,NC,Monroe,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,234675.1208,27754
28114,NC,Mooresboro,"Forest City, NC",Rutherford County,2021,125186.8852,8180
28115,NC,Mooresville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2021,285741.6061,41633
28117,NC,Mooresville,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2021,443221.8282,45346
28119,NC,Morven,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2021,56175.78099,2160
28120,NC,Mount Holly,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,255232.6272,23126
28124,NC,Mount Pleasant,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,2021,253740.5803,6313
28125,NC,Mount Ulla,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,336239.0959,2858
28127,NC,New London,"Albemarle, NC",Stanly County,2021,230725.7956,7518
28128,NC,Norwood,"Albemarle, NC",Stanly County,2021,204269.998,7355
28129,NC,Oakboro,"Albemarle, NC",Stanly County,2021,218525.9269,5738
28133,NC,Peachland,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2021,133766.9972,2306
28134,NC,Pineville,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,287665.7635,12315
28135,NC,0,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2021,108574.6037,4668
28136,NC,Polkville,"Shelby, NC",Cleveland County,2021,0,63
28137,NC,Richfield,"Albemarle, NC",Stanly County,2021,221601.4736,2975
28138,NC,Rockwell,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,200434.2664,9814
28139,NC,Rutherfordton,"Forest City, NC",Rutherford County,2021,186555.1053,19271
28144,NC,Salisbury,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,160793.9235,26376
28146,NC,Salisbury,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,213426.6736,31865
28147,NC,Salisbury,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,207355.2176,24648
28150,NC,0,"Shelby, NC",Cleveland County,2021,150399.9385,26274
28152,NC,Shelby,"Shelby, NC",Cleveland County,2021,155718.6239,25256
28159,NC,Spencer,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,2021,133462.6834,2963
28160,NC,Spindale,"Forest City, NC",Rutherford County,2021,99489.05246,3866
28163,NC,Stanfield,"Albemarle, NC",Stanly County,2021,264098.3262,5679
28164,NC,Stanley,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,2021,250364.4878,15371
28166,NC,Troutman,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,2021,292847.3485,10536
28167,NC,Union Mills,"Forest City, NC",Rutherford County,2021,176950.8471,2443
28168,NC,Vale,"Hickory-Lenoir-Morganton, NC",Catawba County,2021,191584.2069,10940
28170,NC,Wadesboro,"Charlotte-Concord-Gastonia, NC-SC",Anson County,2021,77266.51407,10701
28173,NC,Waxhaw,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,446877.3374,60070
28174,NC,Wingate,"Charlotte-Concord-Gastonia, NC-SC",Union County,2021,206897.9856,8820
28202,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,407652.2946,14359
28203,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,631667.5728,17358
28204,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,580282.3764,8649
28205,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,361390.3604,51418
28206,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,233360.8016,12812
28207,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,1348330.992,9733
28208,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,205913.4656,40885
28209,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,528921.1408,23339
28210,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,418084.4351,48214
28211,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,640054.8944,31581
28212,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,230363.4024,45180
28213,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,235896.2995,44553
28214,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,235565.6563,40619
28215,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,246284.4624,63548
28216,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,228170.7416,51477
28217,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,218780.703,31338
28226,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,467663.0648,38347
28227,NC,Mint Hill,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,270903.8485,58524
28262,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,257221.8806,43664
28269,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,257592.6084,78353
28270,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,443199.3699,34583
28273,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,266613.3752,44048
28277,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,415366.08,71321
28278,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2021,361367.6252,34272
28301,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,92587.01881,16365
28303,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,141450.0186,29842
28304,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,126330.83,35829
28305,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,203308.8915,5843
28306,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,183243.9825,44230
28311,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,164205.984,34367
28312,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,193936.78,19654
28314,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,146509.9358,58218
28315,NC,Aberdeen,"Pinehurst-Southern Pines, NC",Moore County,2021,229520.6958,13254
28318,NC,Autryville,0,Sampson County,2021,146028.4599,3676
28320,NC,Bladenboro,0,Bladen County,2021,97908.0325,9163
28323,NC,Linden,"Fayetteville, NC",Harnett County,2021,201583.956,4199
28326,NC,Cameron,"Fayetteville, NC",Harnett County,2021,221882.811,24998
28327,NC,Carthage,"Pinehurst-Southern Pines, NC",Moore County,2021,288702.0057,18514
28328,NC,Clinton,0,Sampson County,2021,120119.3492,25323
28333,NC,Dudley,"Goldsboro, NC",Wayne County,2021,88111.51049,10301
28334,NC,Dunn,"Fayetteville, NC",Harnett County,2021,155556.5829,21745
28337,NC,Elizabethtown,0,Bladen County,2021,127399.1403,8643
28338,NC,Ellerbe,"Rockingham, NC",Richmond County,2021,107136.7296,3914
28339,NC,Erwin,"Fayetteville, NC",Harnett County,2021,143236.6831,6571
28340,NC,0,"Lumberton, NC",Robeson County,2021,80558.56293,9373
28341,NC,Faison,0,Sampson County,2021,111076.9459,3954
28343,NC,Gibson,"Laurinburg, NC",Scotland County,2021,76425.23854,1758
28344,NC,Wade,"Fayetteville, NC",Cumberland County,2021,170528.8717,4897
28345,NC,Hamlet,"Rockingham, NC",Richmond County,2021,90291.76146,11336
28348,NC,Hope Mills,"Fayetteville, NC",Cumberland County,2021,174268.4717,38367
28349,NC,Kenansville,0,Duplin County,2021,135151.8349,3564
28351,NC,Laurel Hill,"Laurinburg, NC",Scotland County,2021,69377.57496,4593
28352,NC,Laurinburg,"Laurinburg, NC",Scotland County,2021,93135.49783,24497
28356,NC,Linden,"Fayetteville, NC",Cumberland County,2021,209670.9843,5110
28357,NC,Lumber Bridge,"Lumberton, NC",Robeson County,2021,149135.2871,2398
28358,NC,Lumberton,"Lumberton, NC",Robeson County,2021,102992.3834,34419
28360,NC,Lumberton,"Lumberton, NC",Robeson County,2021,132250.2488,14426
28363,NC,Wagram,"Laurinburg, NC",Scotland County,2021,91582.9251,977
28364,NC,Maxton,"Lumberton, NC",Robeson County,2021,79270.14553,13504
28365,NC,Mount Olive,0,Duplin County,2021,110418.9121,14844
28366,NC,Newton Grove,0,Sampson County,2021,124468.3652,5195
28369,NC,Proctorville,"Lumberton, NC",Robeson County,2021,90592.03529,2193
28371,NC,Parkton,"Lumberton, NC",Robeson County,2021,162114.7178,5253
28372,NC,Pembroke,"Lumberton, NC",Robeson County,2021,116459.5198,12553
28373,NC,Pinebluff,"Pinehurst-Southern Pines, NC",Moore County,2021,197724.0712,2544
28374,NC,Pinehurst,"Pinehurst-Southern Pines, NC",Moore County,2021,357608.6502,18642
28376,NC,Raeford,"Fayetteville, NC",Hoke County,2021,189118.9932,43520
28377,NC,Red Springs,"Lumberton, NC",Robeson County,2021,70361.6283,11670
28379,NC,Rockingham,"Rockingham, NC",Richmond County,2021,94653.56661,24624
28382,NC,Roseboro,0,Sampson County,2021,97800.77472,7480
28383,NC,Elrod,"Lumberton, NC",Robeson County,2021,79510.83452,6839
28384,NC,Saint Pauls,"Lumberton, NC",Robeson County,2021,98251.07924,9605
28385,NC,Salemburg,0,Sampson County,2021,137620.8503,1923
28386,NC,0,"Lumberton, NC",Robeson County,2021,94173.96616,5234
28387,NC,Southern Pines,"Pinehurst-Southern Pines, NC",Moore County,2021,324544.4088,15158
28390,NC,Spring Lake,"Fayetteville, NC",Harnett County,2021,168516.8406,24726
28391,NC,Stedman,"Fayetteville, NC",Cumberland County,2021,186838.4724,6289
28393,NC,Turkey,0,Sampson County,2021,97654.9493,2024
28394,NC,Vass,"Pinehurst-Southern Pines, NC",Moore County,2021,239861.7528,5065
28395,NC,Fayetteville,"Fayetteville, NC",Cumberland County,2021,194497.7946,2091
28396,NC,Wagram,"Laurinburg, NC",Scotland County,2021,128031.0923,2277
28398,NC,Warsaw,0,Duplin County,2021,111118.3661,6663
28401,NC,Wilmington,"Wilmington, NC",New Hanover County,2021,207928.8638,22167
28403,NC,Wilmington,"Wilmington, NC",New Hanover County,2021,282768.2434,39745
28405,NC,Wilmington,"Wilmington, NC",New Hanover County,2021,257123.9152,34044
